Row_ID,Brand,Model,Battery,km_of_range,0-100,Top_Speed,Range,Efficiency,Fastcharge,Germany_price_before_incentives,Netherlands_price_before_incentives,UK_price_after_incentives,Drive_Configuration,Tow_Hitch,Towing_capacity_in_kg,Number_of_seats,Estimated_US_Value
225,MERCEDES-BENZ,EQS SUV 450+,118.0,219.0,6.8,a2,540.0,219.0,680.0,110970.0,125425.0,0.0,Rear Wheel Drive,Towbar possible,750.0,7.0,70069.0
2260,RENAULT,5 E-Tech 40kWh 120hp,40.0,107.0,9.0,a1,260.0,154.0,340.0,28000.0,28000.0,24000.0,Front Wheel Drive,Towbar possible,500.0,5.0,29904.0
2270,FORD,Mustang Mach-E GT,91.0,187.0,3.7,a2,425.0,214.0,380.0,77300.0,75200.0,74540.0,All Wheel Drive,Towbar possible,750.0,5.0,92876.0
228,BMW,i7 M70 xDrive,94.9,381.0,3.7,a2,490.0,208.0,730.0,181800.0,189877.0,163315.0,All Wheel Drive,Towbar not possible,0.0,5.0,203490.0
2290,PEUGEOT,e-308 SW,50.8,151.0,10.0,a1,300.0,169.0,450.0,45765.0,42570.0,41250.0,Front Wheel Drive,Towbar not possible,300.0,5.0,51397.0
230,XPENG,G6 AWD Performance,87.5,125.0,4.1,a2,480.0,182.0,960.0,60000.0,60000.0,0.0,All Wheel Drive,Towbar possible,0.0,5.0,43360.0
2310,MERCEDES-BENZ,EQS SUV Maybach 680,118.0,275.0,4.4,a2,490.0,241.0,620.0,200634.0,216780.0,200000.0,All Wheel Drive,Towbar not possible,1800.0,4.0,249200.0
232,PEUGEOT,ID.5 GTX,46.3,144.0,9.9,a1,270.0,171.0,430.0,38600.0,39270.0,0.0,Front Wheel Drive,Towbar not possible,750.0,4.0,21938.0
233,NISSAN,Townstar EV Passenger,45.0,178.0,12.6,a1,225.0,200.0,230.0,39990.0,39270.0,0.0,Front Wheel Drive,Towbar possible,1500.0,5.0,42389.0
2340,AUDI,SQ8 e-tron,106.0,225.0,4.5,a2,455.0,233.0,570.0,95800.0,99135.0,97500.0,All Wheel Drive,Towbar possible,1800.0,5.0,114325.0
235,FORD,Explorer Standard Range RWD,52.0,155.0,9.0,a1,280.0,186.0,350.0,43900.0,41450.0,39875.0,Rear Wheel Drive,Towbar possible,1000.0,5.0,49684.0
236,PORSCHE,Taycan Turbo GT Weissach,97.0,494.0,2.2,a3,475.0,204.0,1030.0,240000.0,249900.0,186300.0,All Wheel Drive,Towbar not possible,0.0,2.0,232129.0
237,GWM,ORA 3 63 kWh,59.3,125.0,8.2,a1,340.0,174.0,290.0,44490.0,39905.0,34995.0,Front Wheel Drive,Towbar not possible,0.0,5.0,43603.0
2380,MG,MG5 Electric Standard Range,46.0,135.0,7.7,a1,265.0,174.0,320.0,35490.0,35885.0,0.0,Front Wheel Drive,Towbar possible,500.0,4.0,20047.0
2390,MERCEDES-BENZ,EQS SUV 580 4MATIC,118.0,303.0,4.7,a2,530.0,223.0,670.0,147923.0,173825.0,139470.0,All Wheel Drive,Towbar possible,1800.0,7.0,173779.0
2400,LUCID,Air Pure RWD,92.0,153.0,4.7,a2,565.0,163.0,940.0,85000.0,88000.0,0.0,All Wheel Drive,Towbar not possible,0.0,5.0,49162.0
241,VOLVO,MG5 Electric Long Range,67.0,152.0,7.3,a1,360.0,186.0,560.0,52690.0,50495.0,52555.0,All Wheel Drive,Towbar not possible,1500.0,5.0,65483.0
242,PORSCHE,Taycan 4S Plus,97.0,227.0,3.7,a2,550.0,176.0,1210.0,126422.0,132631.0,100555.0,All Wheel Drive,Towbar not possible,0.0,5.0,124844.0
243,SKODA,Enyaq Coupe 85x,77.0,118.0,6.6,a1,425.0,164.0,700.0,53400.0,0.0,50305.0,All Wheel Drive,Towbar possible,1200.0,5.0,62680.0
2440,MAXUS,#3 Pro,47.0,147.0,5.9,a1,265.0,177.0,340.0,38490.0,38395.0,35000.0,Rear Wheel Drive,Towbar not possible,0.0,5.0,43610.0
2450,SMART,Countryman SE ALL4,64.7,138.0,5.6,a1,370.0,175.0,500.0,49500.0,49490.0,41975.0,All Wheel Drive,Towbar possible,1200.0,5.0,58786.0
246,DS,3 E-Tense,50.8,137.0,7.8,a1,290.0,164.0,480.0,40540.0,39640.0,37200.0,Front Wheel Drive,Towbar not possible,0.0,5.0,46351.0
247,VOLVO,EX90 Twin Motor Performance,107.0,230.0,4.9,a1,450.0,238.0,590.0,96800.0,98495.0,100555.0,All Wheel Drive,Towbar possible,2200.0,7.0,125291.0
2480,LEXUS,UX 300e,64.0,145.0,7.5,a1,340.0,188.0,170.0,0.0,0.0,47495.0,Front Wheel Drive,Towbar not possible,0.0,5.0,59178.0
2490,MERCEDES-BENZ,EQE SUV 350 4MATIC,94.9,217.0,5.5,a2,435.0,208.0,550.0,89548.0,99089.0,0.0,All Wheel Drive,Towbar possible,1800.0,5.0,55357.0
2500,POLESTAR,2 Long Range Performance,79.0,139.0,4.2,a1,450.0,176.0,670.0,58775.0,61700.0,57950.0,All Wheel Drive,Towbar possible,1500.0,5.0,72205.0
251,XPENG,G9 AWD Performance,86.4,154.0,3.9,a2,465.0,183.0,1080.0,69600.0,73188.0,0.0,All Wheel Drive,Towbar possible,1500.0,5.0,40887.0
252,PEUGEOT,i5 xDrive40 Sedan,81.2,210.0,5.4,a2,455.0,202.0,730.0,75600.0,80227.0,0.0,All Wheel Drive,Towbar not possible,2000.0,5.0,44819.0
253,OPEL,Ariya e-4ORCE 87kWh - 225 kW,87.0,144.0,7.2,a2,400.0,215.0,480.0,61990.0,54990.0,50845.0,All Wheel Drive,Towbar possible,1500.0,4.0,63352.0
2540,CUPRA,Tavascan Endurance,77.0,122.0,6.8,a1,450.0,186.0,670.0,52000.0,55000.0,50000.0,Rear Wheel Drive,Towbar not possible,0.0,5.0,62300.0
255,NIO,ET5 75 kWh,70.5,155.0,4.0,a2,395.0,178.0,590.0,59500.0,62700.0,0.0,All Wheel Drive,Towbar possible,1400.0,5.0,35027.0
256,MERCEDES-BENZ,EQE 350 4MATIC,89.0,192.0,6.3,a2,440.0,192.0,640.0,74149.0,86263.0,0.0,All Wheel Drive,Towbar possible,750.0,5.0,48191.0
257,AIWAYS,U5,60.0,137.0,7.5,a1,315.0,190.0,380.0,39563.0,42950.0,0.0,Front Wheel Drive,Towbar not possible,0.0,5.0,23994.0
2580,CITROEN,e-C4 X 54 kWh,50.8,143.0,9.3,a1,330.0,154.0,470.0,41540.0,40755.0,0.0,Front Wheel Drive,Towbar not possible,0.0,5.0,22768.0
2590,MERCEDES-BENZ,IONIQ 5 N,98.0,307.0,3.4,a2,535.0,203.0,800.0,155009.0,173825.0,0.0,All Wheel Drive,Towbar possible,750.0,5.0,97109.0
2600,FIAT,500e 3+1 42 kWh,37.3,174.0,9.0,a1,235.0,159.0,390.0,36990.0,35490.0,0.0,Front Wheel Drive,Towbar not possible,0.0,4.0,19826.0
261,ABARTH,500e Hatchback,37.8,172.0,7.0,a1,225.0,168.0,370.0,37990.0,38490.0,34195.0,Front Wheel Drive,Towbar not possible,0.0,4.0,42606.0
262,OPEL,Mokka-e 54 kWh,50.8,144.0,9.0,a1,290.0,175.0,460.0,44720.0,37999.0,37260.0,Front Wheel Drive,Towbar not possible,0.0,5.0,46425.0
263,NIO,ET5 Touring 100 kWh,90.0,169.0,4.0,a2,420.0,186.0,700.0,68500.0,72900.0,0.0,All Wheel Drive,Towbar possible,1400.0,5.0,40726.0
264,FISKER,Ocean Sport,71.0,124.0,7.4,a1,350.0,175.0,470.0,45765.0,43990.0,36900.0,Front Wheel Drive,Towbar possible,1090.0,5.0,39734.0
265,AUDI,Q4 Sportback e-tron 55 quattro,77.0,151.0,5.4,a1,415.0,186.0,620.0,61000.0,66665.0,58625.0,All Wheel Drive,Towbar possible,1200.0,5.0,73046.0
2660,MERCEDES-BENZ,EQS SUV 450 4MATIC,118.0,247.0,6.1,a2,530.0,223.0,670.0,150990.0,155025.0,129470.0,All Wheel Drive,Towbar possible,1600.0,7.0,161319.0
2670,ZEEKR,X Long Range RWD,64.0,126.0,5.6,a1,355.0,180.0,590.0,45970.0,43490.0,0.0,Rear Wheel Drive,Towbar possible,1600.0,5.0,24296.0
2680,CUPRA,Born 170 kW - 58 kWh,58.0,121.0,6.6,a1,345.0,168.0,460.0,40750.0,38989.0,39205.0,Front Wheel Drive,Towbar not possible,0.0,5.0,48849.0
269,CITROEN,e-C4 54 kWh,49.8,123.0,9.2,a1,330.0,154.0,470.0,41540.0,39905.0,0.0,Front Wheel Drive,Towbar not possible,0.0,5.0,22293.0
270,MERCEDES-BENZ,EQA 300 4MATIC,66.5,161.0,7.7,a1,350.0,190.0,500.0,53520.0,58959.0,0.0,All Wheel Drive,Towbar possible,1800.0,5.0,32938.0
271,NISSAN,Ariya e-4ORCE 87kWh - 290 kW,87.0,168.0,5.1,a2,405.0,215.0,480.0,59500.0,64990.0,0.0,All Wheel Drive,Towbar not possible,1500.0,5.0,36307.0
2720,GENESIS,G80 Electrified Luxury,74.4,170.0,4.9,a2,370.0,188.0,800.0,69200.0,0.0,69805.0,All Wheel Drive,Towbar not possible,0.0,5.0,86977.0
2730,MERCEDES-BENZ,EQE 350,89.0,157.0,6.4,a2,515.0,173.0,650.0,71400.0,83238.0,77345.0,Rear Wheel Drive,Towbar possible,750.0,5.0,96371.0
274,VOLKSWAGEN,ID.5 GTX,77.0,142.0,5.5,a1,430.0,179.0,640.0,56455.0,62990.0,55365.0,All Wheel Drive,Towbar possible,1200.0,5.0,65226.0
2750,ZEEKR,001 Privilege AWD,94.0,139.0,3.8,a2,495.0,190.0,670.0,68970.0,68490.0,0.0,All Wheel Drive,Towbar possible,2000.0,5.0,38262.0
276,VOLKSWAGEN,ID.3 GTX Performance,79.0,141.0,5.6,a2,460.0,172.0,690.0,53000.0,53000.0,50000.0,Rear Wheel Drive,Towbar not possible,0.0,4.0,62300.0
2770,MERCEDES-BENZ,Eletre S,109.0,255.0,4.5,a2,480.0,227.0,1000.0,121990.0,124090.0,105805.0,All Wheel Drive,Towbar possible,2250.0,5.0,131833.0
2780,VOLVO,G9 AWD Performance,79.0,169.0,4.8,a1,400.0,198.0,600.0,61290.0,0.0,57805.0,All Wheel Drive,Towbar possible,1800.0,5.0,72025.0
279,PEUGEOT,e-3008 73 kWh Dual Motor,70.0,136.0,6.4,a1,380.0,192.0,440.0,50000.0,50000.0,48000.0,All Wheel Drive,Towbar possible,1350.0,5.0,59808.0
2800,HONGQI,E-HS9 120 kWh,112.0,224.0,4.9,a2,460.0,243.0,420.0,0.0,102995.0,0.0,All Wheel Drive,Towbar possible,1500.0,5.0,57539.0
2810,GENESIS,G6 RWD Long Range,74.0,203.0,4.2,a2,350.0,211.0,860.0,67300.0,0.0,65105.0,All Wheel Drive,Towbar possible,1800.0,5.0,81120.0
2820,MERCEDES-BENZ,EQE SUV 350+,96.0,188.0,6.9,a2,475.0,200.0,660.0,86811.0,91950.0,0.0,Rear Wheel Drive,Towbar not possible,1200.0,5.0,51368.0
283,MERCEDES-BENZ,EQE AMG 43 4MATIC,90.6,240.0,4.2,a2,450.0,192.0,670.0,104756.0,111068.0,0.0,All Wheel Drive,Towbar possible,750.0,5.0,62049.0
284,FORD,Mustang Mach-E SR AWD,72.6,170.0,6.2,a1,350.0,207.0,430.0,55970.0,59400.0,0.0,All Wheel Drive,Towbar possible,750.0,5.0,33184.0
285,MERCEDES-BENZ,EQS 500 4MATIC,108.4,229.0,4.8,a2,590.0,184.0,880.0,113359.0,145390.0,0.0,All Wheel Drive,Towbar possible,750.0,5.0,81223.0
2860,CITROEN,e-Berlingo XL 50 kWh,50.0,171.0,11.7,a1,230.0,217.0,340.0,40650.0,43178.0,31890.0,Front Wheel Drive,Towbar possible,750.0,7.0,39734.0
2870,MERCEDES-BENZ,EQE SUV 500 4MATIC,96.0,238.0,4.9,a2,455.0,211.0,630.0,99841.0,116755.0,0.0,All Wheel Drive,Towbar possible,1800.0,5.0,65226.0
288,MERCEDES-BENZ,EQE AMG 53 4MATIC+,102.0,275.0,3.5,a2,450.0,201.0,670.0,110706.0,128613.0,114750.0,All Wheel Drive,Towbar possible,750.0,5.0,142978.0
289,JAGUAR,i5 M60 xDrive Touring,81.2,263.0,3.9,a2,415.0,196.0,670.0,101500.0,114144.0,44990.0,All Wheel Drive,Towbar possible,2000.0,5.0,72205.0
290,MERCEDES-BENZ,EQA 350 4MATIC,66.5,178.0,6.6,a1,350.0,190.0,500.0,56424.0,67308.0,54510.0,All Wheel Drive,Towbar possible,1800.0,5.0,66187.0
2910,PORSCHE,Taycan 4S,82.3,251.0,3.7,a2,475.0,173.0,1050.0,120900.0,126800.0,95900.0,All Wheel Drive,Towbar not possible,0.0,5.0,119491.0
292,AUDI,Q4 Sportback e-tron 45 quattro,77.0,144.0,6.6,a1,415.0,186.0,620.0,56950.0,58915.0,41250.0,All Wheel Drive,Towbar possible,1200.0,5.0,49664.0
293,VOLKSWAGEN,ID. Buzz LWB GTX,86.0,225.0,6.5,a1,355.0,242.0,570.0,77300.0,78000.0,73000.0,All Wheel Drive,Towbar possible,1600.0,7.0,90958.0
294,SMART,#3 Pro+,62.0,122.0,5.8,a1,355.0,175.0,550.0,43490.0,43395.0,37000.0,Front Wheel Drive,Towbar possible,1600.0,5.0,46102.0
2950,GWM,e.wave X,27.0,167.0,12.0,a1,150.0,180.0,0.0,24990.0,0.0,0.0,Rear Wheel Drive,Towbar not possible,0.0,4.0,26489.0
2960,LOTUS,Emeya S,100.0,241.0,4.2,a2,530.0,189.0,1230.0,126950.0,130585.0,108755.0,All Wheel Drive,Towbar not possible,0.0,5.0,135508.0
297,POLESTAR,3 Long Range Performance,107.0,198.0,4.7,a2,470.0,228.0,610.0,92190.0,93550.0,81500.0,All Wheel Drive,Towbar not possible,2200.0,5.0,101549.0
298,FIAT,500e Cabrio 42 kWh,37.3,166.0,9.0,a1,250.0,162.0,380.0,37990.0,39000.0,34195.0,Front Wheel Drive,Towbar not possible,0.0,4.0,42389.0
299,CITROEN,e-Berlingo M 50 kWh,50.0,162.0,9.3,a1,235.0,213.0,350.0,36940.0,41358.0,30990.0,Front Wheel Drive,Towbar possible,750.0,5.0,38613.0
300,VOLVO,EC40 Twin Motor Performance,76.5,157.0,4.6,a1,400.0,198.0,600.0,64390.0,60995.0,0.0,All Wheel Drive,Towbar possible,1400.0,5.0,34075.0
301,LOTUS,Emeya R,100.0,303.0,2.8,a2,470.0,213.0,1090.0,150990.0,155025.0,131255.0,All Wheel Drive,Towbar not possible,0.0,5.0,125098.0
302,MERCEDES-BENZ,EQE 500 4MATIC,90.6,230.0,4.7,a2,505.0,179.0,750.0,88215.0,113488.0,0.0,All Wheel Drive,Towbar possible,750.0,5.0,63401.0
3030,PORSCHE,P7 Wing Edition,97.0,410.0,2.8,a3,500.0,194.0,1100.0,209900.0,184000.0,161400.0,All Wheel Drive,Towbar not possible,0.0,5.0,201104.0
3040,SMART,#1 Premium,62.0,134.0,6.7,a1,335.0,185.0,480.0,44990.0,44895.0,38950.0,Rear Wheel Drive,Towbar possible,1600.0,5.0,46102.0
3050,VOLVO,EX40 Twin Motor Performance,79.0,161.0,4.6,a1,380.0,192.0,570.0,62890.0,59495.0,0.0,All Wheel Drive,Towbar not possible,1200.0,5.0,33237.0
306,MERCEDES-BENZ,EQT 200 Standard,61.9,216.0,12.6,a1,225.0,200.0,230.0,49445.0,47753.0,33795.0,Front Wheel Drive,Towbar possible,1500.0,5.0,26677.0
3070,MERCEDES-BENZ,EQE SUV 300,95.0,186.0,7.6,a2,450.0,196.0,570.0,83479.0,83480.0,0.0,Rear Wheel Drive,Towbar possible,750.0,5.0,46636.0
308,VOLVO,EX90 Single Motor,101.0,182.0,4.6,a1,460.0,194.0,600.0,83700.0,83495.0,0.0,Rear Wheel Drive,Towbar possible,1200.0,7.0,47430.0
309,PORSCHE,Taycan 4 Cross Turismo,97.0,251.0,4.7,a2,505.0,192.0,1110.0,113100.0,119400.0,96800.0,All Wheel Drive,Towbar not possible,0.0,5.0,120612.0
3100,AUDI,SQ8 e-tron Sportback,106.0,216.0,4.5,a2,480.0,221.0,610.0,96800.0,101535.0,69800.0,All Wheel Drive,Towbar possible,1800.0,5.0,124600.0
311,MERCEDES-BENZ,EQE SUV AMG 53 4MATIC+,90.6,263.0,3.5,a2,525.0,221.0,610.0,139438.0,149788.0,0.0,All Wheel Drive,Towbar possible,1800.0,5.0,83680.0
312,LEXUS,P7 AWD Performance,82.7,130.0,4.1,a2,460.0,180.0,740.0,56500.0,61188.0,0.0,All Wheel Drive,Towbar not possible,0.0,5.0,34183.0
313,SKODA,Enyaq RS,77.0,140.0,5.5,a1,435.0,177.0,650.0,50470.0,0.0,53120.0,All Wheel Drive,Towbar possible,1250.0,5.0,66187.0
3140,AUDI,Q8 e-tron Sportback 50 quattro,101.0,173.0,6.0,a2,445.0,200.0,690.0,76650.0,73785.0,70300.0,All Wheel Drive,Towbar possible,1800.0,5.0,113143.0
315,VINFAST,VF 8 Eco Extended Range,87.7,126.0,5.9,a2,425.0,193.0,550.0,52990.0,53900.0,0.0,All Wheel Drive,Towbar not possible,0.0,5.0,30111.0
316,BYD,DOLPHIN 44.9 kWh Boost,44.9,125.0,8.0,a1,255.0,176.0,260.0,30000.0,32990.0,28500.0,Front Wheel Drive,Towbar not possible,0.0,5.0,35511.0
317,GWM,ORA 3 GT,59.3,152.0,8.2,a1,325.0,182.0,280.0,49490.0,0.0,0.0,Front Wheel Drive,Towbar not possible,0.0,5.0,52459.0
318,MERCEDES-BENZ,EQS SUV 500 4MATIC,118.0,257.0,4.1,a2,530.0,223.0,670.0,124545.0,148173.0,0.0,All Wheel Drive,Towbar possible,1800.0,7.0,82778.0
319,MERCEDES-BENZ,eVito Tourer Long 90 kWh,90.0,245.0,12.1,a1,320.0,281.0,320.0,72043.0,84773.0,0.0,Front Wheel Drive,Towbar not possible,0.0,8.0,47359.0
320,MERCEDES-BENZ,EX90 Twin Motor,96.0,308.0,4.3,a2,500.0,218.0,620.0,124920.0,130791.0,0.0,All Wheel Drive,Towbar possible,1800.0,5.0,73067.0
321,PORSCHE,Taycan 4S Cross Turismo,92.0,247.0,3.8,a2,505.0,192.0,1110.0,126400.0,126800.0,100400.0,All Wheel Drive,Towbar not possible,0.0,5.0,125098.0
322,PORSCHE,SQ8 e-tron Sportback,97.0,329.0,2.7,a3,520.0,187.0,1140.0,175600.0,183000.0,134100.0,All Wheel Drive,Towbar not possible,0.0,5.0,167088.0
3230,GENESIS,IONIQ 5 N,74.0,171.0,5.5,a2,380.0,195.0,990.0,61290.0,0.0,58365.0,All Wheel Drive,Towbar possible,1600.0,5.0,72722.0
324,SKODA,Enyaq Coupe 60,58.0,134.0,8.8,a1,355.0,163.0,480.0,46850.0,47990.0,0.0,Rear Wheel Drive,Towbar possible,1000.0,5.0,26810.0
325,KIA,e-Soul 39.2 kWh,39.2,164.0,9.9,a1,230.0,184.0,200.0,0.0,0.0,32875.0,Front Wheel Drive,Towbar not possible,0.0,5.0,40962.0
326,AIWAYS,U6,60.0,138.0,7.0,a1,350.0,171.0,430.0,47588.0,48975.0,0.0,Front Wheel Drive,Towbar not possible,300.0,5.0,33065.0
327,ELARIS,BEO 86 kWh,81.0,136.0,8.0,a1,390.0,208.0,290.0,40490.0,0.0,0.0,All Wheel Drive,Towbar not possible,0.0,5.0,44856.0
328,PEUGEOT,e-5008 73 kWh Dual Motor,73.0,154.0,6.0,a1,385.0,200.0,480.0,52950.0,55000.0,51000.0,All Wheel Drive,Towbar possible,0.0,7.0,63546.0
329,PORSCHE,Taycan Turbo S Cross Turismo,97.0,434.0,2.5,a2,475.0,204.0,1050.0,211300.0,155025.0,162500.0,All Wheel Drive,Towbar not possible,0.0,5.0,202475.0
330,NIO,ET5 Touring 75 kWh,73.0,160.0,4.0,a2,385.0,183.0,570.0,59500.0,63900.0,0.0,All Wheel Drive,Towbar possible,1400.0,5.0,35698.0
331,VOLKSWAGEN,ID. Buzz LWB Pro,77.0,210.0,7.9,a1,335.0,230.0,460.0,70000.0,70000.0,62000.0,Rear Wheel Drive,Towbar possible,0.0,7.0,77252.0
332,PORSCHE,Taycan 4S Sport Turismo,82.3,280.0,3.7,a2,490.0,191.0,950.0,121990.0,127800.0,96700.0,All Wheel Drive,Towbar not possible,0.0,5.0,120488.0
3330,MERCEDES-BENZ,EL7 75 kWh,94.9,257.0,3.9,a2,340.0,202.0,510.0,85900.0,88900.0,0.0,All Wheel Drive,Towbar possible,2000.0,5.0,49664.0
334,PORSCHE,Taycan Sport Turismo,82.3,233.0,4.8,a2,445.0,185.0,980.0,102400.0,108100.0,87300.0,Rear Wheel Drive,Towbar not possible,0.0,5.0,108775.0
3350,PORSCHE,Taycan Plus Sport Turismo,97.0,212.0,4.8,a2,515.0,188.0,900.0,108124.0,114144.0,91754.0,Rear Wheel Drive,Towbar not possible,900.0,4.0,114325.0
3360,SMART,#1 Pulse,51.0,142.0,4.5,a1,300.0,191.0,500.0,46490.0,46055.0,0.0,All Wheel Drive,Towbar possible,1600.0,5.0,25729.0
337,VINFAST,VF 8 Plus Extended Range,87.7,140.0,5.5,a2,425.0,206.0,550.0,58890.0,59790.0,0.0,All Wheel Drive,Towbar not possible,0.0,5.0,33402.0
3380,PEUGEOT,Taycan Turbo S Sport Turismo,97.0,447.0,2.4,a2,460.0,195.0,1010.0,210800.0,219900.0,114750.0,All Wheel Drive,Towbar not possible,0.0,5.0,201976.0
339,NIO,EL6 75 kWh,70.5,191.0,4.5,a2,350.0,201.0,520.0,65500.0,67900.0,0.0,All Wheel Drive,Towbar possible,1200.0,5.0,37933.0
3400,FIAT,500e Cabrio 24 kWh,21.3,250.0,9.0,a1,135.0,158.0,230.0,35490.0,31990.0,0.0,Front Wheel Drive,Towbar not possible,0.0,4.0,26489.0
341,MERCEDES-BENZ,EQV 250 Extra-Long,60.0,363.0,12.0,a1,215.0,206.0,200.0,76217.0,0.0,0.0,Front Wheel Drive,Towbar not possible,0.0,7.0,80790.0
342,NIO,GV60 Sport Plus,74.0,206.0,4.0,a2,365.0,203.0,950.0,73100.0,0.0,67505.0,All Wheel Drive,Towbar possible,1500.0,5.0,84111.0
343,ABARTH,500e Convertible,44.9,186.0,7.0,a1,225.0,168.0,370.0,40990.0,41490.0,37195.0,Front Wheel Drive,Towbar not possible,0.0,4.0,41111.0
344,PORSCHE,Taycan 4S Plus Sport Turismo,97.0,254.0,3.7,a2,495.0,196.0,1090.0,127322.0,133631.0,100996.0,All Wheel Drive,Towbar not possible,0.0,5.0,128032.0
345,PORSCHE,Taycan Turbo Sport Turismo,97.0,366.0,2.7,a3,470.0,206.0,1030.0,176600.0,184000.0,134800.0,All Wheel Drive,Towbar not possible,0.0,5.0,167960.0
346,FIAT,500e 3+1 24 kWh,21.3,230.0,9.0,a1,135.0,158.0,230.0,0.0,30990.0,0.0,Front Wheel Drive,Towbar not possible,0.0,4.0,17312.0
3470,PORSCHE,Q4 Sportback e-tron 55 quattro,97.0,348.0,2.8,a2,495.0,196.0,1090.0,177000.0,184500.0,135200.0,All Wheel Drive,Towbar not possible,0.0,5.0,168459.0
348,MERCEDES-BENZ,EQV 250 Long,60.0,350.0,12.0,a1,215.0,206.0,200.0,75282.0,0.0,0.0,Front Wheel Drive,Towbar not possible,0.0,7.0,79798.0
349,MERCEDES-BENZ,eVito Tourer Long 60 kWh,60.0,311.0,12.0,a1,220.0,273.0,200.0,68398.0,0.0,0.0,Front Wheel Drive,Towbar not possible,0.0,8.0,72501.0
350,MERCEDES-BENZ,eVito Tourer Extra-Long 60 kWh,60.0,322.0,12.0,a1,215.0,279.0,200.0,69309.0,0.0,14995.0,Front Wheel Drive,Towbar not possible,0.0,8.0,73467.0
3510,KGM,Torres EVX,72.0,130.0,8.1,a1,350.0,206.0,390.0,43990.0,41250.0,44495.0,Front Wheel Drive,Towbar possible,1500.0,5.0,49664.0
3520,MINI,Aceman E,38.5,163.0,7.9,a1,230.0,167.0,370.0,37000.0,38990.0,31800.0,Front Wheel Drive,Towbar not possible,0.0,5.0,35130.0
353,MINI,Aceman SE,49.8,137.0,7.1,a1,300.0,166.0,430.0,40000.0,42000.0,36000.0,Front Wheel Drive,Towbar not possible,0.0,5.0,44856.0
